age,gender,occupation,daily_screen_time_hours,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day
32,Female,Student,4.15,6.57,8.02,5.39,0,81,93
55,Female,Student,5.01,4.03,4.43,9.32,3,99,224
41,Other,Teacher,6.67,4.45,6.43,7.77,0,71,100
25,Male,Researcher,5.77,8.74,5.96,8.23,2,28,199
45,Female,Student,7.85,6.08,4.71,10.0,3,17,121
38,Male,Student,4.25,4.75,5.93,8.71,1,68,77
33,Male,Student,1.97,7.16,4.97,6.15,2,60,202
33,Female,Doctor,5.55,4.87,5.2,9.46,0,60,136
52,Male,Doctor,3.33,8.9,7.49,3.68,0,4,228
34,Male,Researcher,6.55,7.35,5.09,9.49,3,40,93
26,Female,Software Engineer,5.68,5.84,6.91,7.91,1,24,21
52,Male,Researcher,8.01,5.91,6.1,9.03,3,64,244
46,Other,Doctor,6.18,8.58,5.85,9.03,3,108,289
56,Male,Researcher,4.88,8.48,7.5,4.3,0,74,120
35,Male,Freelancer,2.08,8.75,8.44,3.74,1,77,211
29,Male,Freelancer,2.08,6.27,8.72,2.45,4,40,82
36,Male,Designer,6.76,8.25,5.2,9.08,1,109,190
39,Female,Freelancer,8.93,6.42,6.57,10.0,1,50,40
32,Female,Manager,4.73,7.16,8.68,4.38,0,72,31
18,Male,Software Engineer,5.78,6.54,5.65,7.65,1,48,116
19,Female,Student,6.32,7.04,5.88,8.06,0,46,101
25,Other,Designer,5.3,6.55,7.18,5.23,3,4,182
39,Male,Software Engineer,1.54,4.77,7.72,3.14,2,23,58
42,Male,Manager,6.3,4.54,5.97,8.54,1,69,131
19,Male,Software Engineer,2.23,8.71,7.82,5.87,4,80,151
26,Female,Designer,6.0,6.55,7.86,5.92,0,59,197
26,Male,Software Engineer,7.98,8.71,5.56,9.61,0,74,124
30,Male,Designer,1.05,7.43,8.37,2.39,4,29,261
23,Female,Software Engineer,4.87,4.44,5.6,8.34,3,11,100
47,Female,Software Engineer,7.71,5.01,4.76,10.0,2,14,74
32,Female,Freelancer,5.76,7.84,7.12,5.64,2,13,136
32,Male,Software Engineer,3.12,4.89,7.99,5.64,1,7,256
24,Female,Designer,7.28,4.04,3.8,10.0,3,111,242
28,Other,Software Engineer,8.05,4.56,5.33,10.0,3,47,113
57,Male,Researcher,4.26,6.38,7.56,4.75,0,12,251
55,Male,Freelancer,3.68,4.82,5.87,5.98,1,27,290
57,Female,Manager,5.91,4.23,5.63,9.57,4,106,54
19,Female,Manager,4.29,7.72,8.33,3.85,3,83,49
56,Male,Doctor,8.52,8.86,5.53,10.0,2,48,106
27,Male,Doctor,8.01,8.89,5.09,10.0,3,25,276
34,Female,Doctor,3.81,8.5,7.44,4.36,0,55,62
24,Female,Doctor,5.11,4.1,5.36,8.16,3,40,26
57,Female,Researcher,9.01,5.2,3.86,10.0,4,103,269
56,Female,Doctor,2.33,4.69,7.74,6.26,2,39,222
21,Male,Manager,7.79,7.2,3.99,10.0,1,22,162
52,Female,Student,3.85,8.25,7.17,5.56,1,60,53
53,Male,Software Engineer,2.08,6.86,7.21,5.28,3,14,276
48,Female,Manager,2.05,5.73,7.97,3.87,0,91,137
42,Female,Manager,3.49,8.56,6.51,5.91,1,0,151
58,Female,Teacher,5.93,6.53,4.77,8.03,2,81,82
30,Female,Student,9.17,4.87,3.87,10.0,0,48,30
35,Male,Designer,3.73,6.67,7.71,5.96,0,72,199
38,Male,Freelancer,2.79,4.09,7.83,3.66,3,65,137
18,Male,Student,5.31,4.19,6.13,6.86,0,49,204
53,Female,Teacher,2.41,7.14,8.63,3.89,4,76,108
25,Male,Manager,3.45,7.62,5.35,6.17,4,13,246
38,Male,Student,9.88,4.69,6.55,10.0,0,72,193
38,Female,Software Engineer,6.02,6.67,4.6,9.6,3,25,97
44,Male,Doctor,8.06,7.86,3.37,10.0,2,95,135
36,Female,Software Engineer,2.91,8.41,9.67,3.59,4,2,113
40,Male,Student,5.68,6.37,8.0,5.74,1,17,84
52,Male,Manager,5.59,4.61,5.36,7.29,2,84,256
57,Male,Manager,8.31,4.35,6.65,10.0,0,30,152
59,Female,Teacher,1.19,8.28,8.45,2.75,0,87,221
22,Male,Designer,8.74,4.39,3.43,10.0,4,33,98
58,Male,Software Engineer,1.72,8.09,8.83,3.38,3,41,185
25,Female,Teacher,9.25,6.18,2.94,10.0,3,68,81
28,Female,Designer,2.29,6.18,7.65,3.36,2,62,89
33,Male,Doctor,5.79,6.59,7.54,6.17,4,31,266
56,Female,Software Engineer,1.89,4.68,7.66,3.45,1,84,105
41,Female,Manager,5.02,7.71,6.52,7.85,0,109,42
38,Female,Software Engineer,3.69,5.5,8.7,4.36,4,26,109
40,Female,Manager,4.78,6.99,6.78,6.15,1,96,106
55,Male,Manager,5.91,4.03,8.52,5.89,0,2,163
25,Male,Doctor,5.13,5.41,6.34,7.98,3,82,283
24,Female,Doctor,1.21,4.2,6.52,6.27,2,0,248
19,Male,Student,8.77,5.57,4.84,10.0,1,108,118
47,Female,Designer,1.85,4.63,7.21,5.17,4,119,192
30,Male,Teacher,9.83,4.35,3.26,10.0,3,67,117
40,Male,Freelancer,8.66,8.24,2.97,10.0,4,57,40
46,Female,Freelancer,6.05,5.82,5.92,9.25,2,90,118
55,Female,Doctor,3.21,8.13,6.9,5.8,2,54,253
54,Female,Student,1.78,8.46,7.39,2.72,1,116,172
37,Male,Designer,7.05,6.53,3.78,10.0,2,105,138
50,Male,Researcher,2.81,6.84,4.72,7.08,2,86,277
46,Female,Designer,7.6,7.23,5.4,9.52,4,67,217
32,Female,Software Engineer,8.49,7.22,6.04,6.53,1,19,74
40,Female,Student,9.9,6.65,5.78,10.0,2,11,119
59,Male,Student,5.54,6.97,7.53,6.12,0,63,255
20,Female,Software Engineer,9.77,6.21,2.59,10.0,3,94,73
54,Female,Freelancer,2.34,8.58,7.57,4.17,2,72,281
46,Male,Teacher,8.53,7.61,4.16,10.0,2,76,79
25,Female,Freelancer,4.24,5.57,8.14,5.23,2,33,59
39,Male,Doctor,4.28,5.68,4.43,10.0,3,96,79
46,Male,Manager,3.42,6.28,6.42,6.23,4,39,296
19,Male,Software Engineer,2.56,4.16,5.66,5.35,1,117,261
58,Female,Doctor,4.98,8.96,6.04,8.26,1,45,100
18,Male,Manager,9.89,6.34,4.22,10.0,1,29,82
37,Female,Student,3.97,7.88,7.84,4.2,1,46,200
38,Male,Freelancer,5.15,4.79,8.99,3.34,1,45,199
54,Male,Software Engineer,3.06,7.05,5.41,6.7,0,21,216
25,Male,Manager,4.03,5.91,7.04,6.5,4,6,41
44,Female,Teacher,1.5,8.45,7.64,4.23,4,114,176
52,Male,Doctor,9.6,8.66,2.7,10.0,2,35,206
23,Male,Freelancer,5.59,7.12,4.01,10.0,3,80,70
36,Male,Doctor,7.6,4.3,4.17,9.59,1,8,65
35,Male,Doctor,5.62,6.33,5.82,7.92,1,42,24
18,Male,Student,7.93,4.08,4.96,10.0,4,3,224
42,Male,Freelancer,5.81,6.59,4.55,9.24,4,37,112
44,Male,Manager,7.31,6.51,7.35,7.3,3,118,242
24,Female,Doctor,7.16,6.09,4.48,10.0,3,27,154
59,Male,Designer,5.8,5.69,6.29,8.47,3,95,168
46,Female,Freelancer,3.08,6.89,7.0,4.55,1,81,295
48,Male,Doctor,2.91,4.88,6.97,5.63,4,68,167
53,Male,Student,8.87,4.13,6.02,9.86,0,116,181
36,Female,Software Engineer,2.09,7.93,7.41,4.68,3,1,281
23,Female,Doctor,6.03,7.93,7.45,7.85,3,10,175
42,Female,Doctor,5.52,6.9,4.44,8.27,4,29,57
48,Male,Software Engineer,8.19,8.15,6.9,9.5,0,43,260
26,Female,Manager,2.22,6.56,8.96,3.96,1,90,187
37,Female,Manager,7.19,4.03,4.45,8.45,1,111,275
27,Female,Researcher,6.45,4.74,5.68,7.85,0,14,167
54,Female,Designer,7.31,6.3,3.25,10.0,1,87,228
44,Male,Student,6.59,8.31,3.5,10.0,1,82,137
30,Male,Software Engineer,6.06,5.13,6.01,5.67,3,39,192
58,Female,Student,9.34,4.17,4.26,10.0,2,53,272
19,Male,Manager,4.14,6.06,6.92,6.05,4,0,197
38,Female,Software Engineer,2.66,4.33,8.54,2.16,3,51,129
50,Male,Teacher,8.16,6.75,4.45,10.0,4,27,119
41,Female,Designer,2.17,4.28,9.15,2.24,2,71,99
59,Male,Researcher,7.12,4.08,6.55,8.07,4,21,184
51,Male,Teacher,5.95,8.72,7.01,6.66,0,59,93
26,Other,Manager,1.01,7.33,7.22,3.85,3,24,232
19,Male,Freelancer,3.16,4.6,7.86,5.23,3,81,82
47,Male,Software Engineer,5.46,6.78,7.78,6.38,2,8,135
39,Male,Manager,3.97,5.29,5.85,6.6,0,7,258
28,Female,Software Engineer,4.84,7.81,7.8,7.14,1,42,34
34,Female,Student,6.41,8.07,5.23,8.71,2,52,72
53,Female,Software Engineer,7.58,6.54,5.91,9.63,4,21,48
30,Female,Manager,2.36,6.05,6.83,3.0,2,56,102
24,Male,Student,3.55,5.59,8.48,1.58,0,1,240
33,Male,Student,6.73,4.16,3.15,10.0,3,100,287
50,Male,Software Engineer,6.3,6.8,7.31,5.9,4,98,93
18,Female,Student,7.63,6.54,5.52,9.13,1,69,237
28,Female,Researcher,6.76,5.07,3.73,10.0,1,10,44
23,Male,Researcher,3.97,6.66,5.89,8.91,1,86,129
37,Male,Manager,5.49,6.34,4.95,8.61,0,106,196
52,Male,Freelancer,8.96,5.3,4.22,10.0,3,78,105
54,Male,Designer,2.67,7.72,8.44,3.74,3,54,206
58,Male,Teacher,4.39,5.23,5.99,7.59,2,18,118
43,Male,Researcher,8.58,6.26,5.58,9.01,0,50,84
29,Male,Software Engineer,4.28,6.67,4.76,9.12,0,41,173
47,Female,Researcher,4.71,8.06,6.88,5.8,4,23,261
45,Male,Student,3.87,6.1,7.42,4.46,1,9,125
44,Female,Student,9.1,5.03,4.54,10.0,1,103,31
59,Male,Manager,6.97,4.07,7.8,9.21,2,96,130
36,Female,Student,2.88,5.26,8.43,4.13,1,81,258
22,Male,Student,7.75,7.75,4.56,10.0,1,44,270
22,Female,Designer,1.35,8.1,8.52,2.15,1,17,285
58,Male,Freelancer,4.57,7.0,6.75,6.56,3,108,110
44,Male,Software Engineer,9.19,8.74,6.56,10.0,2,82,209
45,Female,Software Engineer,7.21,6.61,5.13,9.09,1,87,227
43,Female,Manager,8.14,6.4,5.4,9.48,0,24,46
44,Male,Designer,9.38,8.16,3.8,10.0,0,39,224
59,Male,Designer,7.97,4.83,5.93,9.84,0,62,296
38,Male,Designer,1.8,4.08,7.09,3.06,4,62,158
18,Female,Software Engineer,3.08,8.41,9.52,3.86,0,62,229
45,Female,Freelancer,5.5,6.67,4.02,8.94,1,63,61
32,Male,Doctor,1.12,7.72,7.47,3.23,0,8,80
34,Male,Manager,6.62,7.14,3.63,10.0,0,34,78
43,Male,Manager,6.92,7.32,5.45,9.14,2,27,53
37,Male,Teacher,7.27,6.94,4.74,8.71,4,91,140
42,Female,Researcher,6.0,7.63,5.22,7.75,1,12,267
30,Female,Researcher,5.07,4.57,8.72,5.45,3,104,185
50,Female,Designer,8.7,5.25,5.1,10.0,1,95,96
42,Male,Researcher,7.91,6.4,1.74,10.0,2,86,220
25,Female,Designer,6.51,7.58,6.09,8.19,1,81,30
22,Male,Software Engineer,1.41,5.54,9.6,1.0,1,75,183
23,Female,Freelancer,7.25,8.04,4.09,10.0,3,89,175
40,Female,Manager,6.02,4.33,6.99,7.07,2,115,123
47,Female,Researcher,7.24,7.95,3.9,10.0,2,20,76
31,Male,Software Engineer,3.8,7.5,7.27,4.68,1,55,293
40,Male,Freelancer,7.99,4.33,6.98,7.29,1,8,33
28,Female,Teacher,4.76,4.16,8.42,5.04,4,117,52
48,Male,Student,9.05,8.2,3.44,10.0,3,45,65
23,Female,Software Engineer,1.94,4.72,8.83,5.32,0,20,266
28,Male,Freelancer,5.36,5.27,7.88,5.55,0,105,35
30,Male,Freelancer,2.85,8.48,6.92,5.19,4,110,258
29,Male,Teacher,5.08,5.71,5.01,7.93,0,86,179
19,Male,Freelancer,4.18,6.65,5.44,6.53,2,40,251
52,Female,Researcher,8.23,4.16,6.27,8.72,1,69,56
53,Female,Software Engineer,2.5,6.85,7.94,4.84,0,62,243
34,Female,Software Engineer,6.39,7.57,5.7,8.32,1,28,249
45,Male,Software Engineer,4.66,6.83,6.03,6.24,3,64,49
45,Male,Doctor,5.66,8.04,6.95,6.55,4,8,108
39,Female,Researcher,7.43,7.88,5.4,9.72,1,66,292
55,Male,Freelancer,4.21,6.4,6.45,6.88,2,118,255
24,Female,Doctor,4.3,7.23,6.31,7.27,2,8,96
32,Male,Designer,1.69,5.38,7.15,2.28,3,23,260
49,Female,Doctor,5.97,5.79,5.5,8.61,1,107,62
28,Female,Teacher,4.75,7.11,6.18,6.13,4,91,115
41,Male,Software Engineer,8.31,7.3,5.18,10.0,4,25,289
20,Female,Doctor,4.95,4.43,5.77,7.78,4,118,137
47,Female,Manager,9.74,8.1,2.6,10.0,2,15,49
23,Female,Software Engineer,2.55,7.19,8.36,4.57,2,70,64
19,Male,Student,3.4,5.64,8.07,3.63,3,16,71
31,Male,Designer,4.53,5.13,5.31,7.11,2,111,239
58,Female,Doctor,2.53,7.02,6.52,5.1,0,100,205
35,Female,Manager,9.75,7.48,4.5,10.0,0,101,58
48,Female,Freelancer,6.77,8.64,7.76,5.78,4,33,47
30,Female,Manager,1.1,4.92,6.72,3.16,3,18,167
43,Male,Software Engineer,6.21,6.51,4.08,10.0,4,7,286
29,Other,Student,8.03,8.78,4.28,10.0,4,48,225
35,Male,Designer,1.46,8.55,10.0,1.85,2,22,262
26,Female,Designer,6.2,6.39,5.77,8.24,0,15,269
38,Male,Student,4.37,6.76,6.02,7.16,3,57,105
57,Male,Doctor,6.23,8.58,7.51,7.0,0,13,156
41,Male,Doctor,3.27,4.16,8.54,2.22,2,81,34
51,Female,Software Engineer,6.99,8.88,3.23,10.0,2,112,208
25,Female,Researcher,7.04,8.88,5.54,9.37,1,88,150
50,Female,Teacher,5.86,8.72,5.6,8.24,2,60,152
40,Male,Software Engineer,9.31,8.83,3.65,10.0,2,54,21
30,Male,Software Engineer,9.19,5.52,5.37,9.29,0,79,230
31,Female,Freelancer,1.43,4.19,9.52,1.93,3,78,36
31,Male,Software Engineer,3.61,5.42,7.27,7.01,0,43,133
33,Female,Freelancer,4.28,5.73,6.17,7.37,0,50,294
55,Female,Student,1.5,5.76,6.85,4.94,1,24,86
56,Male,Designer,5.71,7.4,4.76,8.79,0,95,298
43,Female,Designer,1.22,8.32,9.39,2.11,3,24,168
43,Female,Teacher,7.1,5.11,6.15,9.99,3,59,22
18,Female,Researcher,1.02,6.24,9.19,1.87,1,24,217
49,Female,Doctor,1.29,5.89,7.0,4.38,0,62,291
32,Female,Software Engineer,8.5,7.82,5.4,10.0,2,99,98
38,Female,Student,3.27,5.59,8.02,4.26,2,71,120
35,Male,Student,1.73,4.28,7.68,4.66,2,51,57
47,Male,Software Engineer,4.6,5.67,5.16,7.92,3,99,118
30,Male,Student,1.46,5.77,7.95,1.84,2,103,275
41,Male,Student,7.75,8.11,4.82,9.92,3,79,125
47,Male,Freelancer,5.45,6.74,7.2,5.11,4,79,66
19,Female,Software Engineer,5.97,6.62,5.47,9.3,1,5,186
36,Female,Teacher,7.78,6.99,6.63,7.96,4,37,146
42,Male,Student,8.06,6.81,4.85,10.0,0,13,284
31,Male,Designer,2.23,7.41,7.33,2.63,2,84,173
23,Male,Manager,3.52,8.52,6.99,3.18,3,88,189
29,Male,Designer,2.58,8.38,6.71,3.68,3,107,273
37,Male,Researcher,1.49,6.48,8.55,4.17,3,91,289
40,Female,Freelancer,5.84,8.23,7.83,5.54,1,5,84
47,Female,Freelancer,3.25,8.32,6.32,7.46,0,36,93
47,Female,Researcher,2.39,7.95,7.39,3.74,1,73,288
55,Female,Manager,5.59,4.21,5.51,10.0,2,109,202
47,Male,Manager,6.71,7.31,5.05,9.76,4,6,121
58,Male,Designer,7.95,5.57,3.86,10.0,1,74,155
47,Female,Software Engineer,1.16,8.37,6.91,5.56,1,11,240
53,Female,Researcher,5.74,5.42,6.79,8.13,2,8,239
51,Male,Manager,3.4,8.59,6.73,5.42,4,46,281
33,Female,Designer,9.92,7.08,1.84,10.0,4,4,134
41,Male,Doctor,2.41,7.23,9.31,2.71,1,25,67
31,Female,Student,4.94,8.44,7.0,7.04,3,90,184
43,Female,Freelancer,9.73,8.93,2.92,10.0,3,104,122
25,Female,Teacher,2.92,5.55,7.32,6.7,2,105,275
31,Female,Manager,8.26,4.44,5.03,9.21,0,46,255
48,Male,Researcher,3.19,7.62,9.23,3.37,2,39,227
19,Male,Researcher,1.68,4.35,9.53,1.74,2,77,188
21,Male,Researcher,1.38,6.67,10.0,2.45,3,112,295
18,Male,Designer,9.54,5.73,4.21,10.0,4,60,259
37,Male,Researcher,2.92,5.95,7.06,5.23,2,80,67
31,Female,Software Engineer,3.63,5.18,7.83,3.32,0,71,141
57,Male,Freelancer,9.7,7.5,2.91,10.0,0,0,297
42,Male,Manager,6.92,6.86,6.19,8.17,4,41,85
42,Female,Teacher,5.39,8.76,7.31,6.32,4,31,279
20,Female,Freelancer,4.92,5.78,7.57,5.51,3,69,218
22,Female,Software Engineer,1.44,5.97,6.28,5.2,1,57,233
55,Female,Teacher,8.55,4.83,4.49,10.0,1,31,65
43,Female,Teacher,7.86,7.06,6.36,7.7,3,45,176
57,Male,Student,1.82,4.47,8.35,2.45,4,68,247
55,Female,Manager,4.18,8.84,5.91,6.73,0,20,238
55,Male,Manager,8.97,8.55,3.53,10.0,3,110,294
21,Male,Manager,3.13,7.5,6.43,6.84,2,92,160
24,Male,Teacher,6.5,5.59,7.24,5.53,1,90,119
47,Male,Doctor,5.39,5.78,6.75,4.89,4,13,209
47,Female,Doctor,8.37,4.44,4.69,10.0,0,100,44
36,Female,Freelancer,1.32,5.24,9.1,1.0,2,40,99
56,Male,Doctor,8.35,5.77,6.47,7.49,2,56,158
52,Female,Researcher,2.22,6.24,6.45,4.38,1,98,110
57,Female,Freelancer,1.14,6.32,9.06,1.0,1,47,123
50,Male,Software Engineer,6.36,8.43,7.44,8.51,1,117,116
50,Female,Student,3.33,6.25,7.23,4.32,0,88,76
31,Male,Software Engineer,7.38,8.79,5.16,9.61,4,49,124
55,Female,Manager,5.23,4.42,5.4,8.8,1,23,233
27,Male,Manager,6.45,5.05,5.24,10.0,4,90,190
45,Female,Designer,7.21,5.94,3.5,10.0,0,70,50
31,Female,Manager,9.34,8.44,3.39,10.0,4,89,185
53,Female,Doctor,8.41,4.61,3.33,10.0,0,58,109
55,Male,Student,5.46,5.78,7.07,5.83,2,64,210
33,Male,Doctor,4.94,4.56,7.45,5.75,0,27,108
38,Male,Student,6.89,7.87,2.87,10.0,4,20,167
45,Female,Researcher,7.6,5.41,4.89,10.0,4,36,157
50,Male,Software Engineer,2.55,6.17,10.0,2.0,1,15,47
23,Male,Manager,1.29,8.09,8.87,1.35,2,69,128
58,Female,Software Engineer,5.09,4.84,7.52,8.28,3,20,293
32,Male,Researcher,1.9,8.74,8.15,1.27,0,53,299
20,Female,Doctor,3.45,5.97,7.17,5.64,3,1,64
52,Male,Teacher,6.26,5.65,7.43,5.83,0,15,70
31,Male,Researcher,2.36,4.95,7.57,3.89,0,14,95
19,Male,Student,1.26,6.34,8.39,2.26,2,15,142
46,Female,Manager,5.99,8.9,5.96,7.36,1,95,88
21,Male,Designer,5.2,6.45,5.06,8.89,2,100,234
43,Male,Freelancer,3.76,6.26,6.92,5.95,3,67,221
29,Female,Teacher,5.22,4.04,8.74,5.88,3,57,290
19,Female,Researcher,7.15,5.44,6.31,9.83,0,84,92
34,Male,Software Engineer,1.98,5.14,8.35,3.32,1,26,74
52,Female,Student,3.3,4.19,8.27,2.93,4,23,220
27,Male,Teacher,8.15,6.23,3.66,10.0,4,69,63
39,Male,Freelancer,7.03,4.68,6.7,7.03,1,33,41
58,Female,Designer,3.4,6.51,5.42,7.81,0,37,262
38,Male,Teacher,4.58,6.27,6.57,4.96,4,42,198
32,Female,Designer,2.08,5.11,7.2,4.16,0,81,246
52,Male,Software Engineer,3.28,7.99,7.41,3.57,2,20,250
38,Female,Researcher,8.57,8.63,6.11,10.0,3,78,41
38,Male,Student,4.96,4.67,6.68,6.27,1,29,21
38,Female,Software Engineer,6.76,4.49,6.01,7.94,2,40,162
49,Male,Student,2.44,5.72,8.25,4.33,4,119,245
22,Female,Teacher,2.65,7.05,7.79,3.64,2,5,268
56,Male,Software Engineer,9.47,7.16,5.32,9.92,2,61,94
26,Female,Student,8.57,7.12,5.34,10.0,4,36,221
35,Female,Manager,8.11,6.88,4.51,9.76,2,14,87
38,Male,Designer,3.97,5.93,7.84,4.05,1,17,239
25,Male,Student,6.06,7.91,7.09,7.62,4,9,261
51,Female,Manager,5.43,8.77,4.77,8.81,4,66,128
27,Male,Software Engineer,9.61,6.95,3.89,10.0,0,90,121
58,Female,Software Engineer,3.16,5.1,8.07,5.06,4,87,127
41,Male,Teacher,9.53,6.81,3.29,10.0,4,61,115
57,Other,Researcher,7.36,7.78,5.59,7.2,3,67,21
41,Female,Designer,4.72,8.15,8.46,5.4,0,10,183
49,Male,Student,3.4,7.59,8.32,3.32,1,93,29
50,Male,Software Engineer,7.82,8.45,4.63,10.0,2,63,38
55,Male,Student,8.41,8.76,3.16,10.0,3,113,166
51,Male,Doctor,4.22,6.46,6.29,6.28,0,0,41
28,Male,Researcher,2.55,6.7,8.74,2.41,4,71,259
48,Female,Designer,5.43,5.69,7.3,6.5,4,74,103
35,Female,Designer,5.22,7.29,4.14,8.53,0,34,118
40,Male,Manager,7.53,6.98,5.58,10.0,0,14,230
39,Female,Doctor,9.76,4.89,4.08,10.0,3,111,20
35,Male,Designer,5.78,7.47,5.98,6.91,3,8,268
57,Male,Doctor,7.59,8.03,3.53,10.0,3,43,132
58,Male,Student,4.16,4.91,7.58,4.01,0,39,94
56,Female,Freelancer,6.4,4.82,5.69,7.5,0,75,76
37,Female,Doctor,2.04,7.2,8.59,3.37,3,13,42
30,Male,Teacher,8.33,4.58,4.63,10.0,3,55,54
18,Male,Manager,4.1,8.05,7.3,4.43,0,5,84
21,Male,Doctor,1.72,7.21,5.61,4.55,4,76,134
41,Female,Student,9.92,4.16,2.51,10.0,3,18,74
53,Male,Designer,9.12,7.85,5.64,10.0,3,70,181
53,Female,Teacher,2.78,6.55,8.23,2.47,0,15,69
19,Female,Doctor,4.27,6.48,5.23,8.68,1,59,259
45,Male,Researcher,9.43,5.56,4.87,10.0,1,28,285
43,Female,Researcher,8.17,5.42,5.55,10.0,3,99,59
40,Male,Manager,9.16,6.5,4.23,10.0,2,48,256
32,Female,Researcher,6.06,4.02,5.63,7.34,1,65,95
53,Male,Manager,3.19,7.98,7.93,4.14,3,96,211
44,Other,Student,3.04,7.92,7.46,3.66,2,95,208
23,Female,Teacher,5.73,7.68,8.56,5.43,0,112,53
52,Female,Teacher,9.32,7.01,3.19,10.0,2,0,118
56,Female,Researcher,6.68,5.48,5.75,9.24,3,1,55
55,Female,Teacher,1.31,7.29,9.05,2.56,1,45,54
52,Male,Doctor,6.04,4.65,6.47,7.94,1,103,216
53,Male,Student,6.48,5.32,5.5,7.72,0,37,96
27,Male,Student,6.23,4.23,6.63,8.22,1,93,293
47,Female,Student,7.22,8.3,4.76,10.0,4,26,182
58,Female,Freelancer,3.64,8.14,9.72,3.09,1,81,228
55,Female,Researcher,2.29,6.25,8.1,3.29,2,39,132
46,Female,Software Engineer,7.75,6.19,6.23,8.65,1,3,209
56,Female,Designer,2.77,8.63,6.28,4.2,2,15,247
21,Female,Student,2.03,7.38,8.19,4.05,4,118,73
22,Female,Software Engineer,4.23,7.55,7.73,4.89,0,63,57
21,Female,Software Engineer,8.49,5.8,5.79,10.0,4,39,262
53,Male,Teacher,1.74,5.46,9.74,1.0,3,31,68
33,Male,Designer,2.76,4.57,9.08,5.1,2,85,173
42,Female,Teacher,5.28,4.36,7.98,6.24,0,30,51
31,Female,Designer,3.59,8.53,7.05,5.09,4,107,96
28,Other,Freelancer,7.49,8.53,5.47,8.02,0,78,230
46,Female,Teacher,7.07,5.14,5.02,10.0,3,42,149
51,Male,Manager,8.58,4.19,5.09,10.0,3,23,53
39,Male,Researcher,2.83,5.73,4.82,4.65,4,72,247
31,Male,Researcher,6.84,8.76,7.58,5.97,2,2,104
41,Male,Doctor,7.97,5.53,3.84,10.0,4,66,233
56,Male,Designer,1.56,8.33,7.41,5.12,1,97,288
43,Female,Manager,1.33,8.08,7.85,3.12,3,65,132
53,Male,Software Engineer,6.03,8.72,7.36,7.72,0,103,254
56,Female,Software Engineer,6.29,6.48,5.72,8.84,0,94,226
33,Male,Designer,4.54,8.61,4.96,8.9,3,26,203
55,Female,Teacher,1.32,7.71,9.39,2.33,0,104,151
49,Female,Freelancer,4.62,8.34,5.6,9.42,2,80,45
23,Female,Doctor,6.78,7.67,3.53,8.71,4,73,155
51,Male,Doctor,7.32,6.31,4.42,10.0,4,101,107
25,Female,Student,5.44,8.6,7.44,6.73,1,88,103
47,Male,Designer,5.73,8.0,7.56,7.42,1,10,39
44,Female,Doctor,7.05,7.21,6.11,8.87,0,36,197
24,Male,Teacher,5.04,6.42,8.36,4.35,0,92,238
44,Female,Teacher,3.37,4.47,7.55,3.95,3,10,292
42,Male,Software Engineer,3.01,8.08,7.93,3.73,1,34,36
58,Female,Doctor,7.77,6.08,6.18,9.43,1,49,246
32,Female,Doctor,5.39,5.8,6.44,7.15,2,30,227
42,Male,Teacher,6.62,5.15,6.01,8.12,4,91,70
39,Female,Software Engineer,5.24,6.71,4.66,8.73,0,76,291
35,Male,Doctor,8.37,8.15,5.35,10.0,3,32,228
29,Female,Freelancer,5.47,5.45,6.77,5.64,1,13,100
40,Male,Freelancer,9.89,8.6,3.49,10.0,3,94,247
56,Female,Teacher,3.18,5.98,9.33,1.41,1,90,54
42,Female,Software Engineer,2.25,8.85,8.03,3.28,2,94,86
27,Male,Software Engineer,4.36,7.38,8.14,4.24,1,35,191
47,Male,Teacher,9.27,5.84,5.08,9.54,0,75,258
27,Female,Software Engineer,8.67,8.92,6.64,8.21,0,108,225
51,Female,Manager,3.23,6.97,8.82,5.47,2,94,220
30,Female,Manager,6.4,7.84,5.81,8.33,4,65,272
46,Male,Software Engineer,6.3,6.26,4.59,6.61,3,2,24
55,Male,Student,3.64,4.6,5.38,7.05,2,42,143
58,Female,Researcher,3.12,8.82,6.8,6.22,0,94,292
26,Female,Researcher,4.51,5.61,8.11,5.34,4,55,162
30,Female,Software Engineer,8.1,8.59,5.68,8.46,2,27,32
54,Male,Freelancer,2.73,8.54,6.13,3.09,2,33,235
31,Male,Doctor,5.01,4.47,7.87,5.14,0,31,34
54,Female,Software Engineer,5.34,4.57,7.27,6.23,1,59,293
26,Male,Doctor,9.45,7.06,3.56,10.0,1,15,164
25,Female,Teacher,3.73,4.18,6.89,4.88,4,109,209
56,Male,Software Engineer,1.18,6.11,10.0,1.0,2,62,133
57,Male,Teacher,7.24,6.64,3.91,10.0,4,103,56
20,Female,Researcher,7.8,4.98,5.62,9.66,2,80,147
57,Male,Designer,7.33,7.85,6.48,7.46,4,112,289
50,Male,Freelancer,7.31,6.16,6.97,7.58,0,82,55
49,Female,Manager,5.35,6.12,5.74,7.97,2,103,27
24,Female,Software Engineer,1.17,5.17,8.47,1.36,1,100,91
36,Female,Teacher,7.57,8.44,4.72,10.0,0,63,111
51,Other,Designer,9.43,4.06,4.68,10.0,0,27,294
31,Male,Doctor,2.42,4.03,7.66,4.39,4,31,77
36,Male,Researcher,1.61,8.98,7.29,4.3,2,66,131
