age,gender,occupation,daily_screen_time_hours,sleep_duration_hours,stress_level,caffeine_intake_cups
29,Male,Designer,7.18,7.6,8.68,0
56,Female,Manager,6.93,8.68,6.87,3
20,Male,Software Engineer,8.21,7.75,9.56,4
18,Female,Student,2.52,8.34,2.73,3
44,Male,Software Engineer,6.98,5.19,10.0,0
41,Female,Doctor,1.89,5.75,3.91,1
36,Female,Teacher,2.14,6.54,1.99,0
25,Other,Freelancer,3.18,6.36,3.87,1
19,Male,Designer,7.39,6.33,10.0,2
47,Male,Designer,9.03,7.2,10.0,4
47,Female,Software Engineer,7.22,8.28,8.8,4
56,Male,Teacher,4.75,8.44,6.97,2
49,Female,Manager,5.62,4.75,7.68,2
18,Other,Designer,7.41,4.45,8.4,3
55,Female,Student,6.52,5.56,10.0,3
30,Male,Designer,5.77,7.69,9.12,3
28,Female,Student,3.13,7.97,2.74,3
27,Other,Designer,6.55,5.92,5.54,1
43,Female,Student,1.17,5.55,4.26,0
37,Male,Doctor,6.04,4.65,10.0,4
34,Female,Researcher,8.39,5.19,9.75,1
34,Other,Software Engineer,2.62,4.5,5.06,3
21,Female,Researcher,2.03,5.52,2.88,0
22,Male,Manager,9.73,7.38,10.0,0
40,Female,Manager,8.59,4.64,10.0,2
27,Female,Doctor,3.72,5.61,7.04,1
45,Male,Freelancer,2.88,6.64,4.96,1
50,Female,Manager,4.01,5.64,3.9,4
43,Female,Student,4.88,6.2,6.57,3
46,Female,Manager,8.39,6.48,10.0,3
44,Female,Software Engineer,3.15,7.88,3.47,3
35,Male,Teacher,7.49,8.22,10.0,1
57,Female,Student,9.36,4.96,10.0,1
27,Male,Freelancer,4.42,5.85,7.11,0
59,Female,Freelancer,1.23,6.88,3.18,3
22,Male,Freelancer,8.45,6.5,10.0,3
27,Female,Manager,7.38,4.4,10.0,2
38,Female,Designer,2.34,5.72,3.25,0
41,Female,Designer,6.37,5.14,7.37,3
55,Male,Teacher,8.42,6.09,10.0,4
20,Female,Doctor,2.63,5.69,5.91,3
57,Other,Student,3.01,7.48,4.09,1
48,Female,Designer,2.82,6.01,4.24,3
58,Male,Freelancer,9.98,5.21,10.0,4
54,Male,Software Engineer,3.07,7.1,5.98,2
19,Female,Teacher,3.4,7.63,5.25,1
19,Male,Doctor,1.43,4.54,5.64,0
56,Female,Researcher,9.85,5.26,10.0,3
59,Female,Freelancer,3.22,5.04,6.52,2
51,Other,Doctor,7.53,5.01,7.86,2
59,Male,Software Engineer,1.24,8.51,2.44,4
37,Female,Manager,8.05,4.63,10.0,1
50,Male,Software Engineer,7.76,8.36,10.0,1
21,Male,Researcher,1.76,5.97,3.2,3
28,Male,Manager,2.1,7.2,2.82,1
59,Female,Teacher,3.66,6.2,3.96,1
22,Female,Software Engineer,4.19,6.99,3.71,3
42,Male,Researcher,8.05,6.76,8.45,2
54,Male,Designer,1.55,6.16,4.17,2
51,Female,Doctor,6.85,5.38,7.85,0
26,Female,Freelancer,3.06,8.65,4.22,3
23,Female,Freelancer,4.44,8.58,6.05,3
35,Other,Researcher,1.02,4.36,1.35,0
31,Female,Manager,3.62,5.12,7.8,0
36,Male,Software Engineer,2.54,6.87,2.42,1
31,Male,Student,5.54,8.9,9.06,3
57,Female,Software Engineer,2.42,7.64,4.81,4
34,Female,Freelancer,8.52,8.09,9.77,3
52,Male,Manager,8.95,5.57,10.0,1
46,Female,Researcher,8.61,5.09,10.0,3
59,Male,Doctor,9.84,5.13,10.0,1
34,Female,Designer,9.23,6.42,10.0,3
25,Female,Freelancer,3.52,8.29,4.79,1
18,Male,Researcher,3.83,5.08,5.26,0
53,Male,Freelancer,5.79,6.85,7.49,1
24,Male,Software Engineer,4.46,8.04,2.8,2
22,Female,Designer,9.73,6.5,9.42,3
41,Female,Student,4.06,6.08,5.88,3
45,Female,Manager,7.66,5.73,10.0,3
34,Male,Doctor,6.18,7.0,6.04,0
54,Male,Teacher,9.61,8.09,10.0,2
37,Male,Freelancer,7.7,8.98,10.0,0
20,Male,Freelancer,3.73,8.35,6.8,4
54,Male,Doctor,2.77,6.26,3.43,4
43,Male,Manager,8.69,4.4,10.0,1
32,Male,Teacher,9.2,4.6,9.9,4
25,Female,Researcher,8.48,4.15,10.0,1
30,Female,Teacher,7.64,5.81,10.0,0
20,Male,Doctor,3.9,6.41,7.13,0
18,Female,Manager,5.55,8.1,7.55,1
26,Male,Teacher,9.24,4.43,10.0,4
48,Female,Manager,2.21,5.14,2.2,1
58,Female,Designer,5.45,6.55,3.6,3
43,Male,Researcher,4.2,8.25,6.44,2
34,Male,Student,7.1,4.44,10.0,0
51,Male,Software Engineer,6.71,5.22,9.23,0
26,Female,Manager,6.04,6.72,7.5,1
30,Female,Manager,3.52,5.62,3.59,0
22,Male,Teacher,2.44,8.96,2.1,1
58,Male,Freelancer,8.06,6.26,7.34,4
30,Female,Manager,9.93,8.56,10.0,1
18,Male,Manager,2.52,8.7,2.55,0
42,Male,Freelancer,1.68,5.3,4.21,1
21,Female,Teacher,7.71,5.63,10.0,1
53,Male,Doctor,4.09,5.62,7.84,3
27,Female,Manager,2.92,6.18,6.51,4
45,Other,Freelancer,5.73,4.32,8.29,3
23,Male,Freelancer,7.08,8.04,7.03,2
44,Female,Designer,2.93,4.65,2.03,1
29,Female,Software Engineer,9.95,8.47,10.0,2
20,Female,Manager,3.95,6.88,4.66,1
50,Male,Teacher,3.83,6.41,3.36,1
27,Female,Designer,4.81,7.3,5.83,2
48,Other,Researcher,7.71,8.67,10.0,0
32,Female,Software Engineer,8.86,5.48,10.0,0
24,Female,Doctor,3.92,5.35,8.84,0
53,Female,Manager,2.07,5.85,2.7,1
31,Female,Teacher,3.31,6.43,6.79,0
31,Male,Doctor,1.76,4.38,3.81,1
20,Female,Manager,6.67,7.4,7.01,0
20,Female,Doctor,7.67,6.6,10.0,3
39,Male,Teacher,4.86,6.7,6.06,0
36,Male,Designer,9.58,5.25,10.0,3
52,Female,Designer,7.55,8.2,10.0,1
29,Male,Researcher,4.42,5.99,5.92,4
22,Male,Doctor,1.92,7.26,2.98,1
27,Male,Doctor,5.44,5.2,5.29,4
58,Other,Manager,5.53,8.08,9.43,4
50,Male,Freelancer,5.96,5.5,10.0,3
30,Female,Researcher,7.14,8.61,8.01,4
52,Male,Student,3.38,6.27,6.57,0
49,Female,Software Engineer,1.02,4.73,3.9,2
28,Female,Researcher,8.32,7.06,9.99,1
55,Female,Manager,8.41,6.78,10.0,1
41,Female,Doctor,9.2,6.11,10.0,3
52,Female,Doctor,9.72,8.1,9.78,2
36,Female,Software Engineer,2.43,6.11,3.11,4
23,Male,Teacher,4.18,4.68,4.23,0
57,Female,Freelancer,8.66,4.14,10.0,0
59,Female,Designer,9.41,8.46,10.0,3
52,Male,Teacher,1.13,6.33,3.36,1
21,Female,Freelancer,4.49,6.81,4.95,0
50,Female,Software Engineer,2.02,4.57,5.25,0
30,Male,Software Engineer,8.1,6.45,10.0,4
53,Female,Student,7.72,6.67,10.0,2
36,Female,Researcher,7.79,6.33,10.0,2
29,Male,Manager,4.51,8.77,4.34,2
28,Male,Manager,4.66,6.86,7.4,2
23,Other,Manager,3.36,8.87,6.34,4
29,Female,Freelancer,4.25,4.77,3.92,2
44,Male,Manager,9.85,8.57,10.0,0
58,Female,Student,1.42,6.76,5.83,2
42,Female,Designer,3.92,5.48,8.04,0
59,Female,Manager,8.11,7.73,9.09,4
20,Female,Doctor,4.44,6.78,5.21,3
20,Female,Software Engineer,9.55,6.88,10.0,3
37,Female,Student,3.99,4.86,4.31,1
45,Female,Researcher,8.65,7.4,6.8,3
40,Other,Teacher,8.34,5.47,9.17,1
20,Female,Manager,1.08,5.78,1.0,0
59,Female,Student,4.63,8.53,6.32,2
41,Female,Teacher,3.53,4.9,3.01,0
57,Male,Student,5.32,8.43,8.98,0
23,Female,Teacher,5.16,6.5,8.36,0
37,Male,Student,9.15,4.89,10.0,3
28,Male,Student,2.65,8.06,3.39,0
49,Female,Freelancer,2.64,7.26,5.92,3
44,Female,Manager,1.97,5.73,4.25,0
38,Female,Designer,7.65,5.5,9.39,4
30,Female,Doctor,9.26,6.1,9.41,3
39,Male,Software Engineer,4.32,4.68,6.34,1
52,Other,Doctor,1.56,8.05,3.29,2
39,Male,Designer,2.4,5.39,2.86,2
45,Female,Freelancer,1.92,8.13,1.0,1
38,Male,Manager,6.33,7.66,8.22,3
35,Female,Teacher,3.54,8.71,6.76,3
48,Male,Freelancer,9.08,4.5,8.51,4
54,Female,Researcher,2.46,5.75,4.82,0
38,Male,Doctor,9.37,7.12,10.0,4
31,Male,Software Engineer,3.99,8.29,7.95,2
42,Male,Manager,8.81,4.78,10.0,1
44,Female,Software Engineer,9.54,8.31,9.23,4
57,Other,Researcher,9.88,4.33,10.0,2
40,Male,Researcher,8.23,6.37,9.46,1
48,Female,Teacher,1.92,4.42,1.0,4
46,Female,Freelancer,1.5,4.75,3.73,0
47,Male,Freelancer,7.66,7.87,6.69,3
43,Male,Software Engineer,9.07,4.09,10.0,3
37,Male,Designer,2.49,6.78,3.35,0
55,Male,Doctor,9.47,4.49,10.0,1
36,Male,Software Engineer,6.49,8.06,8.47,2
44,Male,Doctor,2.12,8.04,2.76,2
42,Male,Student,2.5,7.51,3.66,4
57,Female,Researcher,1.59,7.78,2.34,4
55,Female,Researcher,2.29,6.95,3.51,1
40,Female,Doctor,7.59,6.43,10.0,2
46,Female,Teacher,2.97,6.05,3.31,3
32,Male,Designer,6.05,7.31,9.88,0
20,Male,Manager,7.49,5.91,9.36,0
27,Male,Software Engineer,9.06,4.01,10.0,2
32,Female,Manager,6.31,4.5,9.93,2
33,Female,Designer,6.13,7.26,7.97,0
34,Male,Doctor,9.22,5.82,9.75,4
36,Male,Software Engineer,3.65,8.95,6.84,4
28,Female,Designer,2.83,5.77,7.98,3
22,Female,Teacher,8.86,4.54,9.58,2
22,Male,Student,1.67,5.64,3.86,3
31,Male,Freelancer,2.71,7.43,2.08,3
43,Female,Student,4.7,6.64,9.45,4
25,Male,Teacher,4.25,7.05,8.48,1
22,Female,Manager,7.35,4.56,10.0,2
24,Female,Student,1.83,8.13,3.96,2
33,Female,Teacher,5.29,8.51,6.92,2
31,Male,Doctor,8.28,4.73,10.0,3
54,Male,Manager,7.15,7.13,10.0,1
58,Male,Manager,6.68,5.15,6.93,1
21,Female,Freelancer,3.15,4.91,5.77,0
53,Female,Teacher,4.54,5.02,6.26,1
34,Other,Student,2.63,6.61,3.24,4
53,Female,Freelancer,5.58,8.43,5.73,1
23,Female,Freelancer,6.26,8.09,8.18,0
33,Male,Doctor,6.68,4.72,5.84,4
46,Male,Manager,8.88,6.55,9.83,0
53,Male,Teacher,1.56,4.75,1.0,2
55,Male,Teacher,4.49,6.19,9.66,1
54,Female,Researcher,6.32,6.81,7.65,3
27,Female,Freelancer,6.13,8.06,7.85,2
58,Male,Researcher,1.2,8.31,2.75,0
53,Female,Manager,2.7,4.14,2.63,1
46,Male,Manager,8.61,7.45,10.0,2
31,Male,Doctor,5.64,6.05,7.61,0
21,Female,Researcher,4.72,6.47,6.39,4
59,Female,Manager,9.1,5.11,9.6,4
53,Male,Software Engineer,1.67,4.17,4.22,2
30,Female,Researcher,9.3,8.18,10.0,3
35,Male,Student,1.25,5.15,3.37,2
50,Male,Manager,6.06,8.4,10.0,3
38,Female,Software Engineer,6.0,4.35,7.54,2
33,Male,Researcher,6.75,6.04,8.33,3
32,Male,Doctor,1.27,7.71,2.62,4
22,Male,Doctor,5.77,5.28,9.67,0
23,Male,Designer,2.02,8.84,1.15,0
55,Male,Researcher,2.4,7.19,4.17,0
20,Male,Designer,2.94,5.09,4.31,4
29,Male,Doctor,6.52,7.97,7.98,2
53,Female,Researcher,4.51,8.92,6.12,2
50,Male,Designer,1.77,5.25,1.11,2
53,Male,Teacher,3.6,8.11,4.43,0
50,Male,Software Engineer,1.69,8.89,4.47,3
48,Female,Doctor,6.98,5.1,7.65,4
38,Male,Teacher,6.02,5.17,6.73,0
44,Female,Student,4.67,7.59,8.97,3
44,Male,Researcher,9.35,8.75,10.0,4
25,Female,Student,5.67,7.48,4.76,0
54,Male,Designer,8.99,6.52,10.0,1
49,Male,Designer,6.21,4.53,8.12,1
43,Female,Teacher,4.39,8.62,4.63,1
19,Female,Student,5.85,4.35,5.27,4
29,Female,Manager,2.37,5.06,1.28,1
39,Male,Doctor,7.07,6.25,10.0,2
34,Male,Researcher,9.84,6.5,10.0,1
24,Female,Manager,3.23,4.28,2.17,4
21,Female,Researcher,3.91,4.41,7.03,1
54,Female,Software Engineer,4.65,4.63,7.6,1
55,Female,Freelancer,5.35,4.2,8.75,0
49,Male,Designer,7.47,8.89,9.57,3
28,Male,Teacher,2.23,5.19,4.05,3
18,Female,Manager,3.72,8.4,5.76,2
42,Female,Designer,5.85,7.92,8.23,3
59,Female,Teacher,6.31,7.53,9.51,3
41,Female,Student,5.83,7.29,10.0,3
34,Female,Designer,4.92,6.49,6.6,1
25,Female,Freelancer,7.4,6.82,8.43,3
44,Female,Researcher,2.84,8.45,4.94,1
35,Female,Manager,3.54,7.89,6.1,1
44,Male,Teacher,5.0,5.15,7.14,3
39,Female,Teacher,7.26,4.52,8.22,1
33,Female,Researcher,1.74,5.47,3.19,3
19,Male,Manager,2.04,4.66,3.28,0
22,Female,Freelancer,8.04,8.77,8.24,0
35,Male,Designer,3.35,5.91,7.48,3
20,Female,Software Engineer,9.67,4.87,10.0,2
44,Female,Doctor,9.65,7.11,10.0,1
34,Female,Freelancer,7.17,5.99,10.0,3
33,Female,Student,7.45,5.09,10.0,1
23,Male,Manager,6.86,4.29,7.9,3
24,Male,Freelancer,2.6,4.46,6.18,2
31,Female,Manager,5.5,6.82,7.77,1
55,Male,Designer,8.14,7.75,10.0,4
57,Female,Designer,7.97,8.63,8.09,0
32,Male,Software Engineer,9.09,6.93,10.0,4
50,Female,Student,9.11,7.26,10.0,3
44,Male,Designer,3.35,5.21,6.25,2
46,Female,Software Engineer,7.5,5.37,9.35,2
54,Female,Manager,6.86,6.09,7.8,3
22,Male,Doctor,8.97,8.34,10.0,1
46,Female,Teacher,2.65,6.18,8.69,2
49,Female,Doctor,7.66,5.2,9.1,0
23,Female,Doctor,4.81,8.6,6.74,4
19,Male,Doctor,4.55,6.06,7.21,0
23,Female,Doctor,1.32,4.4,1.0,2
21,Male,Teacher,9.65,6.73,10.0,1
46,Male,Manager,7.08,7.13,10.0,4
42,Female,Student,6.32,8.78,9.08,2
26,Male,Student,3.26,8.03,4.25,2
20,Female,Manager,6.93,4.51,9.62,3
43,Female,Software Engineer,9.51,6.56,10.0,0
44,Female,Software Engineer,2.47,6.17,5.28,4
53,Male,Designer,9.85,5.97,10.0,1
49,Female,Researcher,4.85,4.7,6.45,3
18,Female,Doctor,9.8,5.88,10.0,1
33,Female,Doctor,6.7,6.35,7.12,0
28,Female,Teacher,3.92,5.09,4.05,0
43,Male,Doctor,4.37,6.88,6.21,4
57,Female,Teacher,3.61,5.11,4.21,4
18,Female,Designer,4.01,4.61,6.18,1
43,Female,Freelancer,6.82,8.92,10.0,4
45,Female,Software Engineer,1.15,7.44,4.28,4
26,Male,Software Engineer,9.71,6.97,10.0,3
39,Male,Designer,7.92,5.64,7.18,0
25,Female,Researcher,9.47,5.04,10.0,2
59,Female,Designer,7.46,4.66,8.69,1
44,Male,Manager,5.33,4.31,9.21,1
56,Female,Doctor,2.71,7.5,2.62,4
36,Female,Software Engineer,5.65,5.38,6.96,3
42,Male,Student,7.41,5.59,7.13,2
55,Other,Researcher,8.69,4.8,10.0,3
38,Male,Designer,3.92,4.59,7.43,1
41,Female,Software Engineer,5.59,6.47,5.48,4
41,Female,Researcher,6.58,7.64,10.0,0
36,Male,Software Engineer,6.3,8.95,7.08,3
19,Female,Researcher,1.47,5.7,3.5,2
31,Male,Teacher,5.35,7.32,4.98,1
49,Male,Freelancer,8.28,4.58,9.61,3
59,Female,Software Engineer,8.22,6.78,10.0,2
49,Female,Designer,5.56,6.59,7.71,1
45,Other,Freelancer,9.57,4.16,10.0,2
56,Male,Freelancer,8.44,6.41,10.0,3
57,Male,Doctor,7.64,6.48,10.0,4
59,Male,Researcher,5.64,5.86,8.16,3
57,Female,Researcher,6.32,6.87,8.99,4
30,Female,Software Engineer,3.01,4.23,3.53,3
29,Other,Student,5.79,8.22,8.66,2
25,Female,Designer,5.73,6.6,9.8,2
32,Female,Doctor,2.82,4.16,3.65,3
43,Other,Manager,9.56,8.92,10.0,1
29,Male,Doctor,3.2,5.91,5.32,4
44,Male,Designer,1.94,8.93,3.78,0
35,Male,Manager,5.2,4.9,5.72,1
53,Male,Doctor,7.17,4.15,10.0,2
44,Female,Researcher,2.76,7.57,2.4,2
26,Male,Student,2.65,8.73,2.81,4
56,Male,Software Engineer,3.35,4.39,3.92,0
18,Male,Designer,3.72,7.68,4.65,0
24,Male,Software Engineer,3.22,4.35,6.52,4
43,Male,Software Engineer,5.24,7.97,10.0,0
24,Male,Doctor,1.16,6.91,1.1,3
24,Male,Designer,1.79,7.91,5.06,2
25,Male,Software Engineer,7.56,5.86,8.72,0
33,Female,Teacher,4.71,8.53,7.33,3
20,Male,Researcher,4.24,5.51,4.47,3
27,Female,Student,1.09,5.42,4.32,2
24,Female,Manager,3.68,8.8,5.65,4
38,Male,Doctor,8.39,4.61,10.0,0
54,Female,Designer,4.06,6.96,4.97,3
48,Male,Designer,9.67,6.87,9.65,3
40,Male,Doctor,4.51,5.18,5.21,1
44,Female,Software Engineer,5.18,5.59,7.78,1
39,Female,Doctor,8.22,5.43,10.0,3
56,Female,Freelancer,9.85,8.23,10.0,4
44,Female,Researcher,4.34,5.95,3.69,0
21,Male,Designer,2.08,5.79,5.7,2
41,Male,Teacher,5.71,7.18,6.56,0
40,Female,Freelancer,6.33,6.48,6.47,4
36,Female,Software Engineer,9.64,6.13,10.0,1
59,Male,Researcher,4.73,7.55,5.51,3
20,Female,Manager,1.82,6.06,3.52,4
44,Male,Doctor,6.86,5.11,8.57,1
20,Female,Designer,1.19,7.71,2.1,1
45,Other,Manager,4.83,4.34,8.44,0
34,Female,Designer,4.69,9.0,8.59,4
48,Female,Designer,3.29,6.98,4.2,0
27,Male,Teacher,9.68,5.08,10.0,0
39,Male,Software Engineer,4.63,4.99,5.68,3
47,Male,Doctor,9.05,5.37,10.0,4
38,Female,Software Engineer,5.64,8.4,7.52,4
53,Female,Designer,8.38,8.13,8.48,1
40,Female,Teacher,5.06,4.72,6.91,3
55,Male,Manager,9.92,7.0,10.0,2
29,Female,Freelancer,6.76,8.55,10.0,2
42,Female,Teacher,2.4,7.67,2.78,4
37,Female,Designer,1.06,6.94,4.8,4
59,Male,Software Engineer,9.36,5.04,9.33,3
24,Female,Manager,7.18,8.72,6.91,1
46,Male,Software Engineer,1.96,8.46,3.49,2
46,Female,Teacher,7.69,5.61,10.0,0
30,Female,Researcher,3.04,6.49,4.73,0
20,Male,Manager,8.28,4.41,8.17,0
19,Male,Student,6.49,7.16,10.0,3
33,Male,Teacher,2.11,4.27,2.57,3
47,Male,Researcher,1.64,8.53,1.0,4
55,Female,Manager,5.2,8.4,4.99,1
23,Male,Researcher,9.43,5.41,10.0,0
24,Male,Teacher,6.08,7.71,5.24,0
22,Female,Doctor,7.83,6.2,9.23,1
24,Female,Teacher,5.23,8.23,4.51,4
51,Male,Researcher,4.46,4.31,2.11,4
49,Female,Researcher,8.4,6.53,10.0,4
30,Female,Freelancer,5.17,5.99,9.03,1
47,Male,Researcher,2.27,5.3,4.0,3
42,Female,Student,3.47,5.05,6.14,1
38,Female,Manager,6.05,7.38,9.15,0
38,Male,Researcher,4.62,5.01,5.35,4
45,Female,Researcher,4.3,7.16,5.16,4
37,Female,Researcher,7.02,5.95,10.0,0
51,Female,Manager,6.73,5.21,7.81,2
22,Female,Teacher,3.83,7.92,6.15,1
35,Female,Software Engineer,4.23,5.82,5.89,0
56,Female,Doctor,7.77,4.07,10.0,2
28,Female,Freelancer,9.29,8.26,9.11,2
34,Male,Doctor,3.92,5.57,5.89,4
39,Male,Teacher,3.63,8.11,5.41,1
54,Male,Doctor,3.39,6.73,1.0,2
37,Male,Doctor,2.27,8.41,2.77,3
23,Male,Teacher,4.39,6.09,6.98,4
51,Female,Student,5.64,4.85,7.29,1
31,Female,Manager,5.84,4.09,5.66,0
40,Female,Teacher,7.22,7.89,6.84,4
37,Female,Software Engineer,1.47,7.9,3.6,4
30,Other,Designer,6.05,4.98,9.22,1
58,Other,Student,3.29,8.78,4.61,3
49,Female,Teacher,3.15,8.75,7.31,2
43,Male,Student,8.11,5.83,9.63,1
31,Male,Designer,2.38,4.74,2.74,1
53,Female,Doctor,3.96,5.42,5.91,0
25,Male,Doctor,6.74,8.65,8.98,0
57,Female,Designer,6.79,7.05,7.25,4
39,Male,Doctor,1.43,8.57,2.65,1
39,Male,Student,1.65,4.11,2.51,2
33,Male,Doctor,6.9,8.95,9.74,4
44,Female,Designer,9.58,7.14,10.0,2
27,Female,Designer,9.99,4.93,10.0,4
42,Female,Manager,9.88,6.53,10.0,0
48,Male,Designer,4.16,8.1,6.55,1
38,Female,Software Engineer,3.18,4.71,4.23,2
44,Female,Freelancer,1.89,7.04,3.08,2
34,Female,Student,3.93,7.47,6.1,0
50,Male,Designer,3.49,6.06,7.35,0
48,Male,Manager,6.19,6.71,8.38,0
59,Male,Student,4.32,8.19,6.28,3
43,Female,Researcher,3.08,8.76,5.79,1
38,Male,Manager,6.51,6.77,7.94,2
53,Male,Software Engineer,3.91,7.51,6.74,1
18,Male,Researcher,4.18,5.61,7.4,2
21,Female,Student,6.39,5.67,10.0,1
21,Female,Teacher,2.06,8.44,1.5,4
43,Female,Freelancer,7.97,4.49,10.0,0
21,Female,Freelancer,9.69,5.03,10.0,4
26,Male,Software Engineer,5.42,5.35,9.18,4
47,Male,Software Engineer,6.04,4.47,10.0,1
21,Male,Doctor,4.46,7.34,5.96,4
22,Male,Designer,9.61,8.53,10.0,1
40,Female,Researcher,2.2,4.13,3.83,2
33,Female,Software Engineer,8.32,5.26,10.0,4
39,Female,Freelancer,6.85,8.6,9.74,3
54,Male,Student,8.12,6.33,9.63,0
25,Male,Teacher,9.55,8.43,10.0,4
50,Male,Student,5.47,8.72,7.69,4
55,Female,Freelancer,3.59,8.95,2.86,2
33,Male,Student,8.02,5.98,9.63,1
22,Male,Teacher,8.6,5.71,10.0,1
33,Female,Researcher,7.18,7.74,8.95,1
24,Other,Manager,8.64,6.97,10.0,1
18,Male,Doctor,7.57,7.3,10.0,0
26,Male,Freelancer,9.62,6.66,10.0,2
35,Male,Designer,6.14,6.57,7.86,0
20,Female,Researcher,4.42,5.57,6.48,1
41,Male,Freelancer,7.12,6.98,10.0,1
45,Female,Software Engineer,1.62,5.34,4.61,1
27,Female,Designer,5.49,5.78,7.92,2
26,Male,Doctor,7.96,7.15,10.0,0
30,Male,Manager,2.52,7.18,1.79,2
52,Male,Teacher,4.6,6.89,4.24,1
40,Male,Designer,4.15,7.37,4.34,0
34,Male,Freelancer,4.01,6.06,5.55,0
24,Female,Student,6.86,6.97,8.76,1
33,Female,Software Engineer,5.48,4.48,7.81,2
57,Male,Software Engineer,8.18,6.42,10.0,0
53,Female,Manager,1.52,6.93,3.55,1
37,Male,Doctor,5.09,6.11,7.14,0
41,Female,Doctor,1.13,4.08,5.42,1
22,Female,Researcher,2.99,7.51,2.39,2
23,Female,Teacher,7.98,6.28,10.0,3
45,Male,Doctor,1.95,4.78,3.97,3
22,Female,Designer,1.95,8.86,2.44,1
56,Female,Software Engineer,4.61,8.71,5.31,2
55,Male,Teacher,7.99,4.79,10.0,2
19,Female,Freelancer,6.74,7.54,8.54,3
56,Female,Doctor,8.04,6.59,10.0,0
38,Male,Student,1.45,5.45,2.04,2
57,Male,Software Engineer,6.07,7.42,8.51,3
54,Female,Teacher,5.08,6.24,5.37,0
35,Male,Software Engineer,9.06,8.49,10.0,2
29,Male,Designer,7.64,7.52,9.76,4
34,Male,Manager,4.82,6.54,7.09,0
54,Male,Doctor,5.98,6.26,9.88,3
55,Male,Manager,4.82,4.16,4.73,2
32,Male,Freelancer,4.97,4.8,5.03,3
24,Male,Doctor,6.71,4.23,10.0,3
31,Female,Doctor,2.95,4.32,6.36,4
18,Male,Researcher,4.0,4.34,4.37,4
55,Male,Researcher,3.51,4.07,9.53,2
20,Male,Freelancer,8.21,7.96,10.0,0
54,Male,Student,9.48,6.39,8.87,3
48,Male,Designer,4.73,7.75,6.65,4
30,Male,Researcher,1.69,4.84,1.0,3
35,Female,Student,1.84,8.21,2.1,3
34,Male,Freelancer,4.6,4.47,4.97,4
34,Male,Designer,4.55,5.61,4.32,1
28,Female,Designer,2.32,5.85,1.5,4
37,Female,Freelancer,8.26,5.18,10.0,4
27,Female,Designer,5.5,4.69,6.02,3
46,Female,Doctor,1.98,7.14,5.49,0
51,Male,Researcher,1.89,4.04,3.44,3
34,Other,Freelancer,5.01,7.96,8.32,3
59,Female,Doctor,2.05,4.21,4.58,4
30,Male,Researcher,6.05,8.82,9.74,3
56,Female,Researcher,4.47,8.34,5.81,3
44,Female,Doctor,9.28,6.07,10.0,0
43,Female,Researcher,4.77,4.71,9.34,1
45,Female,Student,6.53,8.35,8.75,1
30,Female,Teacher,8.3,7.22,10.0,1
29,Male,Manager,3.73,6.52,4.66,1
45,Male,Freelancer,5.61,5.6,7.9,3
19,Male,Freelancer,2.09,6.81,2.32,2
54,Male,Freelancer,4.89,6.08,5.56,2
51,Other,Designer,4.38,6.33,6.59,3
40,Male,Freelancer,4.85,8.23,6.06,3
46,Female,Freelancer,1.97,8.76,3.3,1
52,Male,Student,4.59,8.81,5.74,3
28,Male,Doctor,8.83,8.54,10.0,4
50,Female,Manager,9.43,8.01,10.0,0
28,Male,Doctor,3.18,6.27,2.93,0
26,Other,Teacher,3.7,4.44,4.41,4
31,Male,Doctor,1.09,7.15,2.36,0
26,Male,Designer,2.04,6.01,3.68,2
56,Male,Software Engineer,4.11,7.44,7.36,1
20,Male,Researcher,7.17,5.1,8.94,2
46,Male,Freelancer,3.63,7.82,6.49,2
36,Female,Manager,1.68,4.85,2.27,4
53,Female,Freelancer,7.58,8.04,9.1,4
49,Male,Doctor,5.2,8.56,6.55,1
24,Male,Researcher,5.67,8.5,8.92,4
45,Female,Teacher,3.93,5.73,5.39,0
35,Male,Manager,6.52,5.95,8.14,0
22,Male,Software Engineer,9.02,8.19,10.0,0
40,Female,Manager,5.98,7.46,6.68,0
39,Female,Researcher,6.29,6.63,9.61,4
43,Female,Researcher,4.36,8.8,4.82,2
59,Female,Freelancer,1.74,6.58,3.79,0
29,Male,Freelancer,4.86,5.22,6.62,1
57,Male,Designer,9.32,7.4,10.0,3
36,Male,Designer,7.12,6.56,10.0,2
18,Female,Designer,5.41,5.02,9.16,0
20,Male,Teacher,6.59,4.76,8.55,4
44,Female,Software Engineer,6.03,5.78,7.68,2
35,Female,Designer,9.21,8.85,10.0,0
47,Female,Freelancer,3.01,4.73,4.54,4
19,Male,Doctor,9.0,6.36,10.0,1
22,Male,Software Engineer,7.2,5.63,7.92,1
46,Male,Designer,2.15,8.72,3.18,3
50,Male,Researcher,4.35,5.89,4.07,3
59,Male,Software Engineer,4.93,5.13,6.14,3
37,Female,Manager,1.75,6.39,3.43,0
47,Female,Doctor,5.99,4.77,7.25,1
59,Female,Student,3.33,5.9,5.22,0
22,Female,Designer,5.12,7.66,5.55,0
38,Male,Researcher,4.95,7.0,9.73,1
32,Male,Doctor,5.7,4.05,7.64,1
37,Male,Researcher,8.62,6.49,10.0,3
25,Male,Teacher,8.03,8.07,10.0,2
48,Female,Manager,8.86,6.81,10.0,4
29,Other,Designer,6.15,6.35,9.76,3
38,Male,Student,6.54,6.08,8.08,1
